CRASH_ID,CRASH_DT,CRASH_X,CRASH_Y,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CITY_SECT_NM,FC_CD,FC_SHORT_DESC,LAT,LONG,ST_FULL_NM,ISECTG_ST_FULL_NM,POST_SPEED_LMT_VAL,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,IMPCT_LOC_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,CRASH_EVNT_1_SHORT_DESC,CRASH_CAUSE_1_SHORT_DESC,RTE_NM,CL_STREET1,CL_STREET2
1228602,1/2/2007 00:00,7679668.00,673859.00,1,2,2007,3,15,Portland SE,16,U MN-ART,45.49728889,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,ALLEY   ,0,,0,0,0,5,,6,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE POWELL BLVD
1229394,3/16/2007 00:00,7679832.00,681152.00,3,16,2007,6,15,Portland SE,16,U MN-ART,45.51695,-122.5377389,SE 122ND AVE               ,SE MORRISON ST             ,,INTER   ,0,CROSS  ,0,0,0,,0,2,ANGL-OTH  ,ANGL    ,PDO,CLR ,DRY ,DAY ,STOP SIGN ,1,,NO-YIELD,,SE 122ND AVE,SE MORRISON ST
1229494,1/10/2007 00:00,7679766.00,677808.00,1,10,2007,4,17,Portland SE,16,U MN-ART,45.50691944,-122.5376611,SE 122ND AVE               ,SE LINCOLN ST              ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE LINCOLN ST
1230339,2/16/2007 00:00,7679729.00,676497.00,2,16,2007,6,15,Portland SE,16,U MN-ART,45.50418056,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,2,,6,ANGL-OTH  ,BACK    ,PDO,UNK ,UNK ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1230387,1/11/2007 00:00,7679667.00,673759.00,1,11,2007,5,10,Portland SE,16,U MN-ART,45.49666944,-122.5376694,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,0,0,0,4,,8,O-STRGHT  ,HEAD    ,INJ,CLR ,ICE ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-FAST,,SE 122ND AVE,SE POWELL BLVD
1230415,2/27/2007 00:00,7679808.00,679282.00,2,27,2007,3,21,Portland SE,16,U MN-ART,45.51181944,-122.53765,SE 122ND AVE               ,SE MARKET ST               ,,STRGHT  ,0,,1,0,0,2,,8,S-1STOP   ,REAR    ,INJ,RAIN,WET ,DLIT,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE 122ND AVE,SE MARKET ST
1231420,2/17/2007 00:00,7679734.00,676617.00,2,17,2007,7,13,Portland SE,16,U MN-ART,45.5045,-122.5376889,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,1,,0,0,0,2,,7,PRKD MV   ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TIREFAIL,,SE 122ND AVE,SE DIVISION ST
1233281,3/11/2007 00:00,7679728.00,676427.00,3,11,2007,1,17,Portland SE,16,U MN-ART,45.50398889,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,2,,8,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DUSK,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1234546,3/8/2007 00:00,7679662.00,673509.00,3,8,2007,5,22,Portland SE,16,U MN-ART,45.49598056,-122.53765,SE 122ND AVE               ,SE POWELL BLVD             ,35,ALLEY   ,0,,0,0,0,2,,8,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DLIT,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE POWELL BLVD
1235085,2/13/2007 00:00,7679832.00,681017.00,2,13,2007,3,19,Portland SE,16,U MN-ART,45.51658056,-122.5377194,SE 122ND AVE               ,SE MORRISON ST             ,35,STRGHT  ,0,,0,0,0,4,,7,PED       ,PED     ,INJ,CLR ,DRY ,DLIT,UNKNOWN   ,1,,IN RDWY ,,SE 122ND AVE,SE MORRISON ST
1235087,2/14/2007 00:00,7679848.00,682060.00,2,14,2007,4,18,Portland SE,16,U MN-ART,45.51943056,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,INJ,RAIN,WET ,DLIT,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE STARK ST
1235640,3/25/2007 00:00,7679844.00,681985.00,3,25,2007,1,11,Portland SE,16,U MN-ART,45.51923056,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,INJ,UNK ,UNK ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE STARK ST
1235648,3/22/2007 00:00,7679728.00,676417.00,3,22,2007,5,13,Portland SE,16,U MN-ART,45.50395,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,0,,0,0,0,2,,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE DIVISION ST
1239302,1/7/2007 00:00,7679668.00,673859.00,1,7,2007,1,17,Portland SE,16,U MN-ART,45.49708889,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,1,0,0,4,,6,S-1STOP   ,REAR    ,INJ,RAIN,WET ,DLIT,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE POWELL BLVD
1239860,3/26/2007 00:00,7679668.00,673809.00,3,26,2007,2,13,Portland SE,16,U MN-ART,45.49686944,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,ALLEY   ,1,,0,0,0,4,,7,ANGL-STP  ,TURN    ,PDO,RAIN,WET ,DAY ,STOP SIGN ,1,,IMP-TURN,,SE 122ND AVE,SE POWELL BLVD
1239982,3/2/2007 00:00,7679861.00,682591.00,3,2,2007,6,8,Portland SE,16,U MN-ART,45.5209,-122.5377611,SE 122ND AVE               ,SE ASH ST                  ,35,ALLEY   ,0,,0,0,0,5,,7,O-STRGHT  ,SS-M    ,INJ,CLD ,WET ,DAY ,L-TURN REF,1,FORCED    ,TOO-FAST,,SE 122ND AVE,SE ASH ST
1240882,4/23/2007 00:00,7679731.00,676542.00,4,23,2007,2,21,Portland SE,16,U MN-ART,45.50431111,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,2,,7,ANGL-OTH  ,TURN    ,PDO,UNK ,UNK ,DLIT,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1240893,4/30/2007 00:00,7679667.00,673759.00,4,30,2007,2,15,Portland SE,16,U MN-ART,45.49666944,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,0,0,0,2,,7,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,PED INV   ,TOO-CLOS,,SE 122ND AVE,SE POWELL BLVD
1241051,4/25/2007 00:00,7679797.00,679031.00,4,25,2007,4,15,Portland SE,16,U MN-ART,45.51111944,-122.5376611,SE 122ND AVE               ,SE MARKET ST               ,,ALLEY   ,0,,0,0,0,4,,7,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE MARKET ST
1241263,5/4/2007 00:00,7679727.00,676402.00,5,4,2007,6,16,Portland SE,16,U MN-ART,45.50411111,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,30,ALLEY   ,0,,0,0,0,5,,8,ANGL-OTH  ,TURN    ,INJ,RAIN,WET ,DAY ,NONE      ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1241328,5/1/2007 00:00,7679848.00,682060.00,5,1,2007,3,13,Portland SE,16,U MN-ART,45.51943889,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,0,0,0,2,,7,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,DEF BRKE,,SE 122ND AVE,SE STARK ST
1241794,5/26/2007 00:00,7679585.00,667953.00,5,26,2007,7,1,Portland SE,16,U MN-ART,45.48075,-122.5374,SE 122ND AVE               ,SE RAMONA ST               ,35,CURVE   ,1,,0,0,0,4,,5,FIX OBJ   ,FIX     ,FAT,CLR ,DRY ,DLIT,UNKNOWN   ,1,CURB      ,TOO-FAST,,SE 122ND AVE,SE RAMONA ST
1243062,5/14/2007 00:00,7679727.00,676367.00,5,14,2007,2,11,Portland SE,16,U MN-ART,45.50383056,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,2,,7,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1243498,5/18/2007 00:00,7679865.00,682691.00,5,18,2007,6,15,Portland SE,16,U MN-ART,45.52118056,-122.5377611,SE 122ND AVE               ,SE ASH ST                  ,,INTER   ,0,4-LEG  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE 122ND AVE,SE ASH ST
1243505,5/18/2007 00:00,7679588.00,671140.00,5,18,2007,6,19,Portland SE,16,U MN-ART,45.48948889,-122.5377,SE 122ND AVE               ,SE HOLGATE BLVD            ,,STRGHT  ,0,,0,0,0,5,,6,BIKE      ,ANGL    ,INJ,CLR ,DRY ,DAY ,L-TURN REF,1,,IN RDWY ,,SE 122ND AVE,SE HOLGATE BLVD
1244325,5/23/2007 00:00,7679808.00,679282.00,5,23,2007,4,19,Portland SE,16,U MN-ART,45.51181944,-122.53765,SE 122ND AVE               ,SE MARKET ST               ,35,STRGHT  ,0,,1,0,0,2,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,CARELESS,,SE 122ND AVE,SE MARKET ST
1245044,6/5/2007 00:00,7679725.00,676167.00,6,5,2007,3,14,Portland SE,16,U MN-ART,45.50326111,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,5,,7,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1245101,6/3/2007 00:00,7679815.00,679652.00,6,3,2007,1,6,Portland SE,16,U MN-ART,45.51286945,-122.53765,SE 122ND AVE               ,SE MADISON ST              ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE MADISON ST
1245625,6/9/2007 00:00,7679840.00,681810.00,6,9,2007,7,14,Portland SE,16,U MN-ART,45.51876111,-122.5377611,SE 122ND AVE               ,SE STARK ST                ,,ALLEY   ,0,,0,0,0,4,,7,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DAY ,UNKNOWN   ,1,FORCED    ,NO-YIELD,,SE 122ND AVE,SE STARK ST
1245804,6/7/2007 00:00,7679840.00,681810.00,6,7,2007,5,6,Portland SE,16,U MN-ART,45.51875,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,ALLEY   ,0,,0,0,0,4,,8,S-1TURN   ,TURN    ,INJ,CLD ,WET ,DAY ,UNKNOWN   ,1,CELL-WTN  ,IMP-TURN,,SE 122ND AVE,SE STARK ST
1245977,6/12/2007 00:00,7679671.00,673949.00,6,12,2007,3,16,Portland SE,16,U MN-ART,45.4972,-122.5376111,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,0,0,0,5,,6,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE POWELL BLVD
1247009,1/25/2007 00:00,7679843.00,681960.00,1,25,2007,5,18,Portland SE,16,U MN-ART,45.51916944,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,30,STRGHT  ,0,,0,0,0,5,,6,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DLIT,L-TURN REF,1,,IMP LN C,,SE 122ND AVE,SE STARK ST
1247187,6/26/2007 00:00,7679664.00,673605.00,6,26,2007,3,15,Portland SE,16,U MN-ART,45.49625,-122.53765,SE 122ND AVE               ,SE RHONE ST                ,,ALLEY   ,1,,0,0,0,4,,8,BIKE      ,ANGL    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,VEG HID   ,NO-YIELD,,SE 122ND AVE,SE RHONE ST
1248245,7/8/2007 00:00,7679672.00,674009.00,7,8,2007,1,13,Portland SE,16,U MN-ART,45.50435,-122.5376889,SE 122ND AVE               ,SE POWELL BLVD             ,,ALLEY   ,0,,0,0,0,5,,8,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE POWELL BLVD
1248263,7/10/2007 00:00,7679865.00,682713.00,7,10,2007,3,14,Portland SE,16,U MN-ART,45.52111111,-122.5377694,SE 122ND AVE               ,SE ASH ST                  ,,STRGHT  ,0,,0,0,0,4,,7,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE 122ND AVE,SE ASH ST
1249010,7/12/2007 00:00,7679727.00,676367.00,7,12,2007,5,17,Portland SE,16,U MN-ART,45.50383056,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,4,,7,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1249352,6/29/2007 00:00,7679838.00,681610.00,6,29,2007,6,10,Portland SE,16,U MN-ART,45.51821111,-122.5377611,SE 122ND AVE               ,SE STARK ST                ,35,ALLEY   ,0,,0,0,0,5,,8,ANGL-OTH  ,TURN    ,INJ,CLD ,DRY ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE STARK ST
1249923,7/21/2007 00:00,7679867.00,682791.00,7,21,2007,7,16,Portland SE,16,U MN-ART,45.52145,-122.5377611,SE 122ND AVE               ,SE ASH ST                  ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE 122ND AVE,SE ASH ST
1250790,7/24/2007 00:00,7679765.00,677753.00,7,24,2007,3,16,Portland SE,16,U MN-ART,45.50761944,-122.5376694,SE 122ND AVE               ,SE LINCOLN ST              ,,ALLEY   ,0,,0,0,0,2,,7,BIKE      ,ANGL    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,OTHER   ,,SE 122ND AVE,SE LINCOLN ST
1253769,8/23/2007 00:00,7679853.00,682261.00,8,23,2007,5,18,Portland SE,16,U MN-ART,45.51998889,-122.5377611,SE 122ND AVE               ,SE OAK ST                  ,35,STRGHT  ,0,,0,0,0,4,,8,S-STRGHT  ,REAR    ,INJ,CLR ,DRY ,DAY ,NONE      ,1,FORCED    ,INATTENT,,SE 122ND AVE,SE OAK ST
1254235,8/25/2007 00:00,7679644.00,667539.00,8,25,2007,7,10,Portland SE,16,U MN-ART,45.47961111,-122.5371306,SE 122ND AVE               ,SE RAMONA ST               ,,ALLEY   ,0,,0,0,0,2,,8,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE RAMONA ST
1254980,9/1/2007 00:00,7679831.00,680952.00,9,1,2007,7,13,Portland SE,16,U MN-ART,45.5164,-122.5377306,SE 122ND AVE               ,SE MORRISON ST             ,35,ALLEY   ,0,,0,0,0,4,,7,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE MORRISON ST
1255916,9/4/2007 00:00,7679727.00,676317.00,9,4,2007,3,15,Portland SE,16,U MN-ART,45.50368056,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,2,,8,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1255938,8/28/2007 00:00,7679874.00,683125.00,8,28,2007,3,23,Portland E. Burnside,16,U MN-ART,45.52236111,-122.5377694,SE 122ND AVE               ,E BURNSIDE ST              ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,,E BURNSIDE ST
1256152,9/10/2007 00:00,7679804.00,679151.00,9,10,2007,2,14,Portland SE,16,U MN-ART,45.51146111,-122.53765,SE 122ND AVE               ,SE MARKET ST               ,,ALLEY   ,1,,0,0,0,4,,5,BIKE      ,ANGL    ,INJ,CLR ,DRY ,DAY ,NONE      ,1,VEG HID   ,OTHER   ,,SE 122ND AVE,SE MARKET ST
1256361,9/10/2007 00:00,7679816.00,679672.00,9,10,2007,2,13,Portland SE,16,U MN-ART,45.51293056,-122.53765,SE 122ND AVE               ,SE MADISON ST              ,,INTER   ,0,3-LEG  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,SCHL X-ING,1,,TOO-CLOS,,SE 122ND AVE,SE MADISON ST
1257504,9/21/2007 00:00,7679729.00,676487.00,9,21,2007,6,10,Portland SE,16,U MN-ART,45.50416111,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,0,,0,0,0,5,,6,S-STRGHT  ,SS-O    ,INJ,CLR ,DRY ,DAY ,L-TURN REF,1,,IMP LN C,,SE 122ND AVE,SE DIVISION ST
1257687,9/26/2007 00:00,7679627.00,666469.00,9,26,2007,4,18,Portland SE,16,U MN-ART,45.47668889,-122.5370889,SE 122ND AVE               ,SE FOSTER RD               ,35,STRGHT  ,0,,0,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE FOSTER RD
1257695,9/26/2007 00:00,7679816.00,679965.00,9,26,2007,4,16,Portland SE,16,U MN-ART,45.51403889,-122.5376889,SE 122ND AVE               ,SE MAIN ST                 ,,STRGHT  ,0,,0,0,0,2,,7,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,PED INV   ,TOO-CLOS,,SE 122ND AVE,SE MAIN ST
1260295,10/16/2007 00:00,7679785.00,678679.00,10,16,2007,3,12,Portland SE,16,U MN-ART,45.51016944,-122.5376694,SE 122ND AVE               ,SE MILL ST                 ,,STRGHT  ,0,,0,0,0,4,,6,S-1STOP   ,REAR    ,INJ,RAIN,WET ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE MILL ST
1260538,10/17/2007 00:00,7679875.00,683155.00,10,17,2007,4,14,Portland E. Burnside,16,U MN-ART,45.52245,-122.5377611,SE 122ND AVE               ,E BURNSIDE ST              ,,STRGHT  ,0,,0,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,PED INV   ,OTHER   ,,,E BURNSIDE ST
1260785,10/20/2007 00:00,7679833.00,681212.00,10,20,2007,7,11,Portland SE,16,U MN-ART,45.51711944,-122.5377389,SE 122ND AVE               ,SE MORRISON ST             ,,ALLEY   ,0,,0,0,0,5,,7,ANGL-OTH  ,TURN    ,INJ,RAIN,WET ,DAY ,L-TURN REF,1,,NO-YIELD,,SE 122ND AVE,SE MORRISON ST
1261337,10/27/2007 00:00,7679671.00,673969.00,10,27,2007,7,17,Portland SE,16,U MN-ART,45.49725,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE POWELL BLVD
1262618,11/6/2007 00:00,7679877.00,683225.00,11,6,2007,3,17,Portland E. Burnside,16,U MN-ART,45.52263889,-122.5377694,SE 122ND AVE               ,E BURNSIDE ST              ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DLIT,UNKNOWN   ,1,,TOO-FAST,,,E BURNSIDE ST
1262991,11/8/2007 00:00,7679854.00,682364.00,11,8,2007,5,16,Portland SE,16,U MN-ART,45.52028056,-122.5377694,SE 122ND AVE               ,SE PINE ST                 ,,ALLEY   ,0,,0,0,0,4,,6,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE PINE ST
1263231,11/7/2007 00:00,7679727.00,676367.00,11,7,2007,4,16,Portland SE,16,U MN-ART,45.50383056,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE DIVISION ST
1263319,11/9/2007 00:00,7679840.00,681860.00,11,9,2007,6,14,Portland SE,16,U MN-ART,45.5189,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,1,0,0,3,,6,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP LN C,,SE 122ND AVE,SE STARK ST
1263327,11/9/2007 00:00,7679879.00,683275.00,11,9,2007,6,17,Portland E. Burnside,16,U MN-ART,45.52278056,-122.5377611,SE 122ND AVE               ,E BURNSIDE ST              ,,STRGHT  ,0,,0,0,0,2,,7,O-1TURN   ,TURN    ,PDO,RAIN,WET ,DLIT,UNKNOWN   ,1,,NO-YIELD,,,E BURNSIDE ST
1267136,12/8/2007 00:00,7679664.00,673609.00,12,8,2007,7,14,Portland SE,16,U MN-ART,45.49623889,-122.5376611,SE 122ND AVE               ,SE POWELL BLVD             ,,STRGHT  ,0,,0,0,0,5,,8,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,,IMP LN C,,SE 122ND AVE,SE POWELL BLVD
1268332,12/20/2007 00:00,7679738.00,676767.00,12,20,2007,5,14,Portland SE,16,U MN-ART,45.5049,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,ALLEY   ,0,,0,0,0,5,,5,ANGL-OTH  ,TURN    ,PDO,CLR ,WET ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE DIVISION ST
1269887,12/31/2007 00:00,7679667.00,673775.00,12,31,2007,2,15,Portland SE,16,U MN-ART,45.49671111,-122.53765,SE 122ND AVE               ,SE POWELL BLVD             ,35,STRGHT  ,0,,0,0,0,4,,8,PED       ,PED     ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,N-MTR     ,IN RDWY ,,SE 122ND AVE,SE POWELL BLVD
1270133,12/30/2007 00:00,7679934.00,665431.00,12,30,2007,1,23,Portland SE,19,U LOCAL ,45.47403889,-122.5357389,SE 122ND AVE               ,SE 122ND DR                ,,BRIDGE  ,1,,0,0,0,2,,8,FIX OBJ   ,FIX     ,INJ,RAIN,WET ,DLIT,NONE      ,1,BR RAIL   ,RECKLESS,,SE 122ND AVE,
1271575,10/25/2007 00:00,7679842.00,681940.00,10,25,2007,5,1,Portland SE,16,U MN-ART,45.51911944,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,,INATTENT,,SE 122ND AVE,SE STARK ST
1271662,10/13/2007 00:00,7679840.00,681810.00,10,13,2007,7,19,Portland SE,16,U MN-ART,45.51876111,-122.5377694,SE 122ND AVE               ,SE STARK ST                ,,ALLEY   ,0,,0,0,0,2,,7,O-1TURN   ,TURN    ,INJ,CLR ,DRY ,DLIT,UNKNOWN   ,1,,NO-YIELD,,SE 122ND AVE,SE STARK ST
1272048,5/11/2007 00:00,7679807.00,679257.00,5,11,2007,6,13,Portland SE,16,U MN-ART,45.51176111,-122.53765,SE 122ND AVE               ,SE MARKET ST               ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE 122ND AVE,SE MARKET ST
1314694,1/5/2009 00:00,7679874.00,683125.00,1,5,2009,2,16,Portland E. Burnside,16,U MN-ART,45.52222222,-122.5377778,SE 122ND AVE               ,E BURNSIDE ST              ,,STRGHT  ,0,,1,0,0,4,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,,E BURNSIDE ST
1314720,1/5/2009 00:00,7679785.00,678649.00,1,5,2009,2,15,Portland SE,16,U MN-ART,45.51,-122.5377778,SE 122ND AVE               ,SE MILL ST                 ,,STRGHT  ,0,,0,0,0,4,0,6,O-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP-TURN,,SE 122ND AVE,SE MILL ST
1315072,1/8/2009 00:00,7679620.00,666219.00,1,8,2009,5,17,Portland SE,16,U MN-ART,45.47583333,-122.5372222,SE 122ND AVE               ,SE FOSTER RD               ,,ALLEY   ,0,,0,0,0,2,0,8,S-1TURN   ,TURN    ,INJ,CLR ,DRY ,DLIT,UNKNOWN   ,1,,IMP-TURN,,SE 122ND AVE,SE FOSTER RD
1341710,10/30/2009 00:00,7679644.00,672930.00,10,30,2009,6,8,Portland SE,16,U MN-ART,45.49444444,-122.5377778,SE 122ND AVE               ,SE BUSH ST                 ,,STRGHT  ,0,,1,0,0,4,0,5,S-STRGHT  ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE BUSH ST
1343111,11/13/2009 00:00,7679726.00,676267.00,11,13,2009,6,8,Portland SE,14,U PR-ART,45.50361111,-122.5377778,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAWN,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE DIVISION ST
1343551,11/29/2009 00:00,7679842.00,681930.00,11,29,2009,1,14,Portland SE,16,U MN-ART,45.51916667,-122.5377778,SE 122ND AVE               ,SE STARK ST                ,,STRGHT  ,0,,1,0,0,4,0,6,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP LN C,,SE 122ND AVE,SE STARK ST
