CRASH_ID,CRASH_DT,CRASH_X,CRASH_Y,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CITY_SECT_NM,FC_CD,FC_SHORT_DESC,LAT,LONG,ST_FULL_NM,ISECTG_ST_FULL_NM,POST_SPEED_LMT_VAL,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,IMPCT_LOC_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,CRASH_EVNT_1_SHORT_DESC,CRASH_CAUSE_1_SHORT_DESC,RTE_NM,CL_STREET1,CL_STREET2
1650505,10/10/2015 00:00,7679838.00,681743.00,10,10,2015,7,16,Portland SE,16,U MN-ART,45.51856667,-122.537775,SE 122ND AVE               ,SE STARK ST                ,,ALLEY   ,0,,0,0,0,5,,8,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DAY ,L-GRN-SIG ,1,,NO-YIELD,,SE 122ND AVE,SE STARK ST
1650858,9/28/2015 00:00,7679726.00,676406.00,9,28,2015,2,12,Portland SE,16,U MN-ART,45.503925,-122.5376833,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,0,,0,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE 122ND AVE,SE DIVISION ST
1650967,10/16/2015 00:00,7679732.00,676601.00,10,16,2015,6,7,Portland SE,16,U MN-ART,45.50446111,-122.5376806,SE 122ND AVE               ,SE DIVISION ST             ,,STRGHT  ,1,,0,0,0,4,,8,PRKD MV   ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,INATTENT,,SE 122ND AVE,SE DIVISION ST
1651848,10/19/2015 00:00,7679595.00,671376.00,10,19,2015,2,22,Portland SE,16,U MN-ART,45.490125,-122.5377,SE 122ND AVE               ,SE HOLGATE BLVD            ,,STRGHT  ,0,,0,0,0,4,,8,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DARK,UNKNOWN   ,1,,IMP LN C,,SE 122ND AVE,SE HOLGATE BLVD
1654194,11/20/2015 00:00,7679861.00,682593.00,11,20,2015,6,17,Portland SE,16,U MN-ART,45.52089722,-122.5377667,SE 122ND AVE               ,SE ASH ST                  ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,,F AVOID ,,SE 122ND AVE,SE ASH ST
1656160,12/15/2015 00:00,7679796.00,679092.00,12,15,2015,3,17,Portland SE,16,U MN-ART,45.51129444,-122.537675,SE 122ND AVE               ,SE MARKET ST               ,,STRGHT  ,0,,1,0,0,4,,8,S-STRGHT  ,SS-O    ,PDO,RAIN,WET ,DLIT,UNKNOWN   ,1,,IMP LN C,,SE 122ND AVE,SE MARKET ST
1229950,2/9/2007 00:00,7679728.00,676467.00,2,9,2007,6,16,Portland SE,16,U MN-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,3,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1228633,1/3/2007 00:00,7679634.00,667738.00,1,3,2007,4,7,Portland SE,19,U LOCAL ,45.48016111,-122.5371889,SE RAMONA ST               ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,2,,5,S-1STOP   ,REAR    ,PDO,RAIN,WET ,DAY ,UNKNOWN   ,1,,INATTENT,,SE RAMONA ST,SE 122ND AVE
1228665,1/7/2007 00:00,7679528.00,676476.00,1,7,2007,1,14,Portland SE,14,U PR-ART,45.50411111,-122.5384611,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,8,O-1TURN   ,TURN    ,INJ,RAIN,WET ,DAY ,L-TURN REF,1,CURB      ,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1228792,1/12/2007 00:00,7679803.00,676465.00,1,12,2007,6,14,Portland SE,14,U PR-ART,45.5041,-122.5373889,SE DIVISION ST             ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,FORCED    ,INATTENT,,SE DIVISION ST,SE 122ND AVE
1229393,3/20/2007 00:00,7679641.00,681913.00,3,20,2007,3,17,Portland SE,16,U MN-ART,45.51901944,-122.5385611,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,2,,7,S-1TURN   ,TURN    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP-OVER,,SE STARK ST,SE 122ND AVE
1229411,3/25/2007 00:00,7679698.00,676468.00,3,25,2007,1,13,Portland SE,14,U PR-ART,45.50406944,-122.5337611,SE DIVISION ST             ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,2,,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,INATTENT,,SE DIVISION ST,SE 122ND AVE
1229484,1/13/2007 00:00,7679916.00,681909.00,1,13,2007,7,13,Portland SE,16,U MN-ART,45.51903056,-122.5374806,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,2,,7,ANGL-OTH  ,TURN    ,PDO,CLR ,ICE ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE STARK ST,SE 122ND AVE
1229572,1/16/2007 00:00,7679591.00,671190.00,1,16,2007,3,15,Portland SE,16,U MN-ART,45.48963056,-122.5376889,SE HOLGATE BLVD            ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,ICE ,DAY ,TRF SIGNAL,1,SLIPPERY  ,TOO-FAST,,SE HOLGATE BLVD,SE 122ND AVE
1229992,2/13/2007 00:00,7679741.00,681912.00,2,13,2007,3,14,Portland SE,16,U MN-ART,45.51901944,-122.5381611,SE STARK ST                ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,2,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1230682,1/24/2007 00:00,7679467.00,668863.00,1,24,2007,4,12,Portland SE,16,U MN-ART,45.48323889,-122.53795,SE HAROLD ST               ,SE 122ND AVE               ,,INTER   ,0,4-LEG  ,0,0,0,,0,1,ANGL-OTH  ,ANGL    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,DIS--RAG,,SE HAROLD ST,SE 122ND AVE
1230707,4/15/2007 00:00,7679728.00,676467.00,4,15,2007,1,9,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,FORCED    ,INATTENT,,SE DIVISION ST,SE 122ND AVE
1231331,2/13/2007 00:00,7679816.00,680165.00,2,13,2007,3,15,Portland SE,16,U MN-ART,45.51425,-122.5377111,SE MAIN ST                 ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,5,PED       ,PED     ,INJ,CLR ,DRY ,DAY ,STOP SIGN ,1,,NO-YIELD,,SE MAIN ST,SE 122ND AVE
1231334,2/20/2007 00:00,7679589.00,671160.00,2,20,2007,3,15,Portland SE,16,U MN-ART,45.48953889,-122.5377,SE HOLGATE BLVD            ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,2,,5,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE HOLGATE BLVD,SE 122ND AVE
1231416,3/2/2007 00:00,7679732.00,676567.00,3,2,2007,6,10,Portland SE,16,U MN-ART,45.50436944,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,4,,8,O-1TURN   ,TURN    ,INJ,RAIN,WET ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1231450,3/5/2007 00:00,7679728.00,677315.00,3,5,2007,2,17,Portland SE,19,U LOCAL ,45.50643056,-122.5377806,SE GRANT ST                ,SE 122ND AVE               ,,STRGHT  ,0,,1,0,0,2,,6,O-1STOP   ,BACK    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,OTHR-IMP,,SE GRANT ST,SE 122ND AVE
1231909,3/23/2007 00:00,7679828.00,676465.00,3,23,2007,6,17,Portland SE,14,U PR-ART,45.50406944,-122.5371,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,7,ANGL-OTH  ,TURN    ,PDO,UNK ,UNK ,DAY ,L-TURN REF,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1231995,3/5/2007 00:00,7679758.00,676466.00,3,5,2007,2,16,Portland SE,14,U PR-ART,45.5041,-122.5375611,SE DIVISION ST             ,SE 122ND AVE               ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-CLOS,,SE DIVISION ST,SE 122ND AVE
1231996,3/7/2007 00:00,7679941.00,681908.00,3,7,2007,4,14,Portland SE,16,U MN-ART,45.51903056,-122.5377806,SE STARK ST                ,SE 122ND AVE               ,,BRIDGE  ,0,,0,0,0,2,,8,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE STARK ST,SE 122ND AVE
1231997,3/7/2007 00:00,7679467.00,668863.00,3,7,2007,4,17,Portland SE,16,U MN-ART,45.48323056,-122.53795,SE HAROLD ST               ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,2,O-1TURN   ,TURN    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,,NO-YIELD,,SE HAROLD ST,SE 122ND AVE
1232717,1/29/2007 00:00,7679791.00,681911.00,1,29,2007,2,11,Portland SE,16,U MN-ART,45.51901944,-122.5379611,SE STARK ST                ,SE 122ND AVE               ,,STRGHT  ,0,,1,0,0,2,,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1234344,4/13/2007 00:00,7679841.00,681910.00,4,13,2007,6,12,Portland SE,17,U COLL  ,45.51903889,-122.5377694,SE STARK ST                ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,PED INV   ,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1234434,1/27/2007 00:00,7679821.00,681910.00,1,27,2007,7,15,Portland SE,16,U MN-ART,45.51903056,-122.5380611,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,6,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,L-TURN REF,1,,NO-YIELD,,SE STARK ST,SE 122ND AVE
1234444,1/28/2007 00:00,7679591.00,671190.00,1,28,2007,1,12,Portland SE,16,U MN-ART,45.48961944,-122.5376889,SE HOLGATE BLVD            ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,NO-YIELD,,SE HOLGATE BLVD,SE 122ND AVE
1234859,2/6/2007 00:00,7679669.00,673909.00,2,6,2007,3,14,Portland SE,16,U MN-ART,45.49715,-122.5376611,SE POWELL BLVD             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,UNK ,UNK ,DAY ,TRF SIGNAL,1,,TOO-CLOS,,SE POWELL BLVD,SE 122ND AVE
1234892,2/7/2007 00:00,7679741.00,681912.00,2,7,2007,4,8,Portland SE,16,U MN-ART,45.51903056,-122.5381611,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,0,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,VEH HID   ,NO-YIELD,,SE STARK ST,SE 122ND AVE
1234977,3/23/2007 00:00,7679852.00,682161.00,3,23,2007,6,20,Portland SE,16,U MN-ART,45.51973056,-122.5377611,SE OAK ST                  ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,3,ANGL-OTH  ,TURN    ,PDO,RAIN,WET ,DLIT,STOP SIGN ,1,,NO-YIELD,,SE OAK ST,SE 122ND AVE
1235069,2/11/2007 00:00,7679728.00,676467.00,2,11,2007,1,22,Portland SE,14,U PR-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,35,INTER   ,0,CROSS  ,0,0,0,,0,4,ANGL-OTH  ,TURN    ,PDO,CLD ,WET ,DLIT,TRF SIGNAL,1,,DIS--RAG,,SE DIVISION ST,SE 122ND AVE
1235921,2/15/2007 00:00,7679728.00,676467.00,2,15,2007,5,14,Portland SE,14,U PR-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,RAIN,WET ,DAY ,TRF SIGNAL,1,,TOO-CLOS,,SE DIVISION ST,SE 122ND AVE
1235929,2/15/2007 00:00,7679816.00,680165.00,2,15,2007,5,16,Portland SE,16,U MN-ART,45.5146,-122.5376889,SE MAIN ST                 ,SE 122ND AVE               ,,INTER   ,1,3-LEG  ,0,0,0,,0,5,PRKD MV   ,REAR    ,PDO,RAIN,WET ,DAY ,UNKNOWN   ,1,SLIPPERY  ,TOO-FAST,,SE MAIN ST,SE 122ND AVE
1235932,2/15/2007 00:00,7679528.00,676476.00,2,15,2007,5,14,Portland SE,14,U PR-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,8,S-OTHER   ,TURN    ,PDO,RAIN,WET ,DAY ,L-TURN REF,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1236659,4/20/2007 00:00,7679728.00,676467.00,4,20,2007,6,17,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,FORCED    ,TOO-CLOS,,SE DIVISION ST,SE 122ND AVE
1238369,2/20/2007 00:00,7679728.00,676467.00,2,20,2007,3,15,Portland SE,14,U PR-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,O-1STOP   ,BACK    ,PDO,RAIN,WET ,DAY ,TRF SIGNAL,1,,OTHR-IMP,,SE DIVISION ST,SE 122ND AVE
1238392,2/21/2007 00:00,7679805.00,679181.00,2,21,2007,4,8,Portland SE,16,U MN-ART,45.51155,-122.53765,SE MARKET ST               ,SE 122ND AVE               ,35,INTER   ,0,CROSS  ,0,0,0,,0,1,S-OTHER   ,TURN    ,PDO,CLR ,WET ,DAY ,TRF SIGNAL,1,CURB      ,IMP-TURN,,SE MARKET ST,SE 122ND AVE
1239069,4/22/2007 00:00,7679591.00,671190.00,4,22,2007,1,19,Portland SE,16,U MN-ART,45.48963056,-122.5376889,SE HOLGATE BLVD            ,SE 122ND AVE               ,35,INTER   ,0,CROSS  ,0,0,0,,0,6,PED       ,PED     ,INJ,CLD ,DRY ,DLIT,TRF SIGNAL,1,VEH HID   ,SPEED   ,,SE HOLGATE BLVD,SE 122ND AVE
1239539,3/29/2007 00:00,7679728.00,676467.00,3,29,2007,5,15,Portland SE,14,U PR-ART,45.5041,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,PED INV   ,TOO-CLOS,,SE DIVISION ST,SE 122ND AVE
1239746,4/22/2007 00:00,7679467.00,668863.00,4,22,2007,1,22,Portland SE,16,U MN-ART,45.48323889,-122.53795,SE HAROLD ST               ,SE 122ND AVE               ,,INTER   ,0,4-LEG  ,0,0,0,,0,4,ANIMAL    ,OTH     ,INJ,RAIN,WET ,DLIT,TRF SIGNAL,1,PET       ,TOO-FAST,,SE HAROLD ST,SE 122ND AVE
1239871,4/3/2007 00:00,7679805.00,679181.00,4,3,2007,3,7,Portland SE,16,U MN-ART,45.51155,-122.5376389,SE MARKET ST               ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,TOO-CLOS,,SE MARKET ST,SE 122ND AVE
1240001,4/2/2007 00:00,7679841.00,681910.00,4,2,2007,2,14,Portland SE,16,U MN-ART,45.51903889,-122.5377694,SE STARK ST                ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1240007,4/4/2007 00:00,7679703.00,676468.00,4,4,2007,4,16,Portland SE,14,U PR-ART,45.5041,-122.5377806,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,6,O-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,VEH HID   ,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1240446,4/26/2007 00:00,7679728.00,676467.00,4,26,2007,5,14,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,1,S-OTHER   ,TURN    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,OTHR-IMP,,SE DIVISION ST,SE 122ND AVE
1240530,4/27/2007 00:00,7679126.00,666422.00,4,27,2007,6,15,Portland SE,16,U MN-ART,45.47648056,-122.5390611,SE FOSTER RD               ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,FORCED    ,INATTENT,,SE FOSTER RD,SE 122ND AVE
1241062,4/21/2007 00:00,7679591.00,671190.00,4,21,2007,7,23,Portland SE,16,U MN-ART,45.48963056,-122.5376889,SE HOLGATE BLVD            ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,3,ANGL-OTH  ,TURN    ,INJ,RAIN,WET ,DLIT,TRF SIGNAL,1,,DIS--RAG,,SE HOLGATE BLVD,SE 122ND AVE
1241267,5/4/2007 00:00,7679728.00,676467.00,5,4,2007,6,12,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,PED INV   ,TOO-CLOS,,SE DIVISION ST,SE 122ND AVE
1241425,5/4/2007 00:00,7679728.00,676467.00,5,4,2007,6,19,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,4,O-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1242627,4/10/2007 00:00,7679656.00,666420.00,4,10,2007,3,9,Portland SE,16,U MN-ART,45.47655,-122.5369694,SE FOSTER RD               ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,4,,5,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,INATTENT,,SE FOSTER RD,SE 122ND AVE
1243041,5/14/2007 00:00,7679878.00,676463.00,5,14,2007,2,15,Portland SE,16,U MN-ART,45.5041,-122.5371,SE DIVISION ST             ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,2,,7,O-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE DIVISION ST,SE 122ND AVE
1243372,5/13/2007 00:00,7679841.00,681910.00,5,13,2007,1,0,Portland SE,16,U MN-ART,45.51903889,-122.5377694,SE STARK ST                ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,INJ,CLD ,DRY ,DLIT,TRF SIGNAL,1,,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1243770,5/17/2007 00:00,7679603.00,665245.00,5,17,2007,5,17,Portland SE,16,U MN-ART,45.51903056,-122.5379694,SE BROOKSIDE DR            ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,5,,6,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,L-TURN REF,1,,NO-YIELD,,SE BROOKSIDE DR,SE 122ND AVE
1244075,5/21/2007 00:00,7679971.00,681908.00,5,21,2007,2,16,Portland SE,16,U MN-ART,45.51903056,-122.5372694,SE STARK ST                ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,5,,7,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,L-TURN REF,1,,IMP LN C,,SE STARK ST,SE 122ND AVE
1244467,5/31/2007 00:00,7679805.00,679181.00,5,31,2007,5,17,Portland SE,16,U MN-ART,45.51155,-122.5376389,SE MARKET ST               ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,6,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,TOO-CLOS,,SE MARKET ST,SE 122ND AVE
1245054,6/5/2007 00:00,7679841.00,681910.00,6,5,2007,3,18,Portland SE,16,U MN-ART,45.51903889,-122.5377694,SE STARK ST                ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,2,ANGL-OTH  ,ANGL    ,PDO,RAIN,WET ,DAY ,TRF SIGNAL,1,,DIS--RAG,,SE STARK ST,SE 122ND AVE
1245255,6/1/2007 00:00,7679771.00,681911.00,6,1,2007,6,23,Portland SE,16,U MN-ART,45.51903056,-122.53805,SE STARK ST                ,SE 122ND AVE               ,35,STRGHT  ,0,,0,0,0,4,,8,S-1STOP   ,REAR    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,,RECKLESS,,SE STARK ST,SE 122ND AVE
1245806,6/7/2007 00:00,7679991.00,681907.00,6,7,2007,5,15,Portland SE,16,U MN-ART,45.51903056,-122.5371889,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,4,,4,O-1TURN   ,TURN    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE STARK ST,SE 122ND AVE
1246669,6/22/2007 00:00,7679811.00,681910.00,6,22,2007,6,11,Portland SE,16,U MN-ART,45.51903056,-122.5378889,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,4,,6,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,TOO-FAST,,SE STARK ST,SE 122ND AVE
1246956,6/19/2007 00:00,7679766.00,677828.00,6,19,2007,3,16,Portland SE,16,U MN-ART,45.50698056,-122.5376611,SE LINCOLN ST              ,SE 122ND AVE               ,,INTER   ,0,3-LEG  ,0,0,0,,0,4,PED       ,PED     ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,,NO-YIELD,,SE LINCOLN ST,SE 122ND AVE
1246957,6/19/2007 00:00,7679941.00,681908.00,6,19,2007,3,15,Portland SE,16,U MN-ART,45.51903056,-122.5373806,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,4,,7,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP LN C,,SE STARK ST,SE 122ND AVE
1247895,7/2/2007 00:00,7679811.00,681910.00,7,2,2007,2,19,Portland SE,16,U MN-ART,45.51903056,-122.5378889,SE STARK ST                ,SE 122ND AVE               ,,STRGHT  ,0,,0,0,0,4,,6,S-1STOP   ,REAR    ,INJ,CLR ,DRY ,DAY ,L-TURN REF,1,,TOO-CLOS,,SE STARK ST,SE 122ND AVE
1247907,7/2/2007 00:00,7679841.00,681910.00,7,2,2007,2,13,Portland SE,16,U MN-ART,45.51903889,-122.5377694,SE STARK ST                ,SE 122ND AVE               ,35,INTER   ,0,CROSS  ,0,0,0,,0,5,PED       ,PED     ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,VEH HID   ,IN RDWY ,,SE STARK ST,SE 122ND AVE
1248664,7/15/2007 00:00,7679591.00,671190.00,7,15,2007,1,14,Portland SE,16,U MN-ART,45.48963056,-122.5376889,SE HOLGATE BLVD            ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,1,ANGL-OTH  ,ANGL    ,INJ,CLR ,DRY ,DAY ,TRF SIGNAL,1,,DIS--RAG,,SE HOLGATE BLVD,SE 122ND AVE
1248774,7/7/2007 00:00,7679753.00,677314.00,7,7,2007,7,2,Portland SE,16,U MN-ART,45.50643056,-122.5376694,SE GRANT ST                ,SE 122ND AVE               ,,INTER   ,0,3-LEG  ,0,0,0,,0,6,ANGL-STP  ,TURN    ,PDO,CLR ,DRY ,DLIT,UNKNOWN   ,1,,OTHR-IMP,,SE GRANT ST,SE 122ND AVE
1248800,7/5/2007 00:00,7679891.00,681909.00,7,5,2007,5,15,Portland SE,16,U MN-ART,45.51903056,-122.5375806,SE STARK ST                ,SE 122ND AVE               ,,ALLEY   ,0,,0,0,0,2,,6,ANGL-OTH  ,TURN    ,INJ,CLR ,DRY ,DAY ,UNKNOWN   ,1,TREE      ,NO-YIELD,,SE STARK ST,SE 122ND AVE
1249029,7/12/2007 00:00,0.00,0.00,7,12,2007,5,17,Portland NE,14,U PR-ART,45.52631944,-122.5357694,GRAND AVE                  ,122ND AVE                  ,,STRGHT  ,0,,0,0,0,4,,8,S-STRGHT  ,SS-O    ,PDO,CLR ,DRY ,DAY ,UNKNOWN   ,1,,IMP LN C,,NE GRAND AVE,NE 122ND AVE
1249127,7/14/2007 00:00,7679728.00,676467.00,7,14,2007,7,17,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,0,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,IMP-TURN,,SE DIVISION ST,SE 122ND AVE
1249224,7/20/2007 00:00,7679728.00,676467.00,7,20,2007,6,12,Portland SE,14,U PR-ART,45.50411111,-122.5376806,SE DIVISION ST             ,SE 122ND AVE               ,,INTER   ,0,CROSS  ,0,0,0,,0,4,ANGL-OTH  ,TURN    ,PDO,CLR ,DRY ,DAY ,TRF SIGNAL,1,,DIS--RAG,,SE DIVISION ST,SE 122ND AVE
