CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,JRSDCT_GRP_CD,JRSDCT_GRP_SHORT_DESC,AGY_ST_NO,ST_FULL_NM,RECRE_RD_NM,ISECTG_AGY_ST_NO,ISECTG_ST_FULL_NM,ISECT_RECRE_RD_NM,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNOWN_QTY,CL_NODE_ID,CL_SEGMENT_ID1,CL_SEGMENT_ID2,LH_INTERSEC_ID,LH_CRASHLOC_ID,LH_CRASHLOC_TYP,CL_STREET1,CL_STREET2,CRASH_X,CRASH_Y,ODOT_DIST,ODOT_COUNTY,IntLocM,CrashLocM,CrashXYM,AlwaysSkip,GeoUncertain,ODOT_DIST_NAME,ODOT_CNTY_NAME,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,ISECT_SEQ_NO,REG_ID,DIST_ID,LAT_DD,LONGTD_DD,TOT_PED_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1182996,146,1/2/06 0:00,1,2,2006,2,99,UNK,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,2402,MLK/UNION,,0,,,,0,,,3,STRGHT  ,0,,,1,0,0,4,,0,NONE ,0,C,S-STRGHT  ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,NE MARTIN LUTHER KING JR BLVD,,,,243,26,,,,0,0,,,,,,,,,,,,,,,,,,,,
1183001,80050,1/5/06 0:00,1,5,2006,5,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,5145, 145TH AVE,,614,DIVISION ST,,200,5,,,2,ALLEY   ,1,,,0,0,0,2,,0,NONE ,8,A,ANGL-STP  ,6,TURN    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,12,OTHER   ,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60260,,,04942Node60260,LEG42061,NODELEG,SE 145TH AVE,SE DIVISION ST,7685838,676150,245,26,RT,AS,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183003,248,1/10/06 0:00,1,10,2006,3,18,6P ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,2504,VANCOUVER AVE,,2620,WEIDLER ST,,20,7,,,3,STRGHT  ,0,,,1,0,0,4,,0,NONE ,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,13,FORCED    ,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45485,,,00597Node45485,LEG15395,NODELEG,N VANCOUVER AVE,N WEIDLER ST,7646669,688366,242,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1182977,205,1/9/06 0:00,1,9,2006,2,13,1P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,922,GLISAN ST,,5067,  67TH AVE,,500,3,,,2,ALLEY   ,0,,,0,0,0,5,,0,NONE ,8,B,ANGL-OTH  ,6,TURN    ,5,PDO,3,RAIN,2,WET ,1,DAY ,90,L-TURN REF,1,,,13,FORCED    ,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49897,,,02353Node49897,LEG28001,NODELEG,NE GLISAN ST,NE 67TH AVE,7665884,684982,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1182979,207,1/9/06 0:00,1,9,2006,2,14,2P ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,112,ALBINA AVE,,270,BRYANT ST,,0,1,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,5,3,PED       ,0,PED     ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35902,,,02167Node35902,LEG5951,NODELEG,N ALBINA AVE,N BRYANT ST,7645259,702688,242,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,
1182986,124,1/1/06 0:00,1,1,2006,1,13,1P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,472,COLUMBIA BLVD,,1589,MORGAN ST,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,1,B,ANGL-OTH  ,1,ANGL    ,5,PDO,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,82,VEH HID   ,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1/16/07 14:53,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,NE COLUMBIA BLVD,NE MORGAN ST,,,243,26,,,,1,0,,,,,,,,,,,,,,,,,,,,
1182995,145,1/2/06 0:00,1,2,2006,2,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,2259,STARK ST,,5102, 102ND AVE,,100,3,,,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,8,C,S-STRGHT  ,3,REAR    ,5,PDO,1,CLR ,1,DRY ,0,UNK ,99,UNKNOWN   ,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53812,,,03244Node53812,LEG61173,NODELEG,SE STARK ST,SE 102ND AVE,7674652,682051,245,26,RT,AS,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183002,247,1/10/06 0:00,1,10,2006,3,14,2P ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,2328,TILLAMOOK ST,,2504,VANCOUVER AVE,,20,5,,,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,6,D,S-1TURN   ,6,TURN    ,4,INJ,3,RAIN,2,WET ,1,DAY ,15,ONE-WAY   ,1,,,,,,,,,8,IMP-TURN,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43981,,,00727Node43981,LEG15054,NODELEG,N TILLAMOOK ST,N VANCOUVER AVE,7646733,689692,242,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183029,80034,1/4/06 0:00,1,4,2006,4,21,9P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,929,GRAND AVE,,1528,,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,6,TURN    ,5,PDO,1,CLR ,1,DRY ,2,DLIT,4,STOP SIGN ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,NE GRAND AVE,,,,243,26,,,,0,0,,,,,,,,,,,,,,,,,,,,
1183034,221,1/10/06 0:00,1,10,2006,3,17,5P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,2402,MLK/UNION,,104,AINSWORTH ST,,100,1,,,2,ALLEY   ,0,,,0,0,0,4,,0,NONE ,7,B,ANGL-OTH  ,6,TURN    ,4,INJ,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,5,NO RPT,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36997,,,02178Node36997,LEG30945,NODELEG,NE MARTIN LUTHER KING JR BLVD,NE AINSWORTH ST,7648630,700104,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183036,223,1/10/06 0:00,1,10,2006,3,15,3P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,,,,,,,,,,,,,,,,,,,,,829,FREMONT ST,,2402,MLK/UNION,,0,1,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,1,TRF SIGNAL,1,5,NO RPT,13,FORCED    ,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40795,,,01495Node40795,LEG30983,NODELEG,NE FREMONT ST,NE MARTIN LUTHER KING JR BLVD,7648404,693446,243,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,
1183043,235,1/10/06 0:00,1,10,2006,3,9,9A ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,2309,TAYLOR ST,,5003,   3RD AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,1,B,ANGL-OTH  ,1,ANGL    ,5,PDO,2,CLD ,2,WET ,1,DAY ,1,TRF SIGNAL,1,5,NO RPT,82,VEH HID   ,,,,,4,DIS--RAG,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53790,,,05711Node53790,05711Node53790,INTERSEC,SW TAYLOR ST,SW 3RD AVE,7644338,682069,247,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183052,164,1/9/06 0:00,1,9,2006,2,16,4P ,26,Multnomah,242,Portland N,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,296,BASIN AVE,,925,GOING ST,,0,7,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,1,TRF SIGNAL,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38847,,,02162Node38847,LEG90341,NODELEG,N BASIN AVE,N GOING ST,7639504,696478,242,26,RT,AS,NL,0,0,,,,,,,,,,,,,,,,,,,,
1183054,169,1/9/06 0:00,1,9,2006,2,16,4P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,12,U FWY/XP,0,,,,,,,,,,,,,,,,,,,,,922,GLISAN ST,,5081,  81ST AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,6,TURN    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,4,STOP SIGN ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50041,,,02709Node50041,02709Node50041,INTERSEC,NE GLISAN ST,NE 81ST AVE,7669056,684884,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1183059,179,1/9/06 0:00,1,9,2006,2,6,6A ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,12,U FWY/XP,1,47,  ,SUNSET,1,1,CP,0,R,,,,,,,,,,,,,2950,SUNSET HY,,414,CANYON RD,,,2,73.459999,,9,TUNNEL  ,0,,,0,0,0,3,,0,NONE ,4,C,S-STRGHT  ,3,REAR    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,5,NO RPT,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,,,,5/12/07 16:14,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,06678NODE55858,LEG3551,NODELEG,SW SUNSET HWY,SW CANYON RD,7638372,681781,247,26,RT,AI,MP,0,1,,,,,,,,,,,,,,,,,,,,
1183061,182,1/9/06 0:00,1,9,2006,2,7,7A ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,12,U FWY/XP,0,,,,,,,,,,,,,,,,,,,,,2402,MLK/UNION,,1814,OREGON ST,,200,5,,,3,STRGHT  ,0,,,0,0,0,3,,0,NONE ,6,C,S-STRGHT  ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,15,ONE-WAY   ,1,,,,,,,,,13,IMP LN C,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48211,,,00758Node48211,LEG31046,NODELEG,NE MARTIN LUTHER KING JR BLVD,NE OREGON ST,7648180,686041,243,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1183068,243,1/10/06 0:00,1,10,2006,3,16,4P ,26,Multnomah,249,Portland NW,57,PORTLAND UA    ,17,U COLL  ,0,,,,,,,,,,,,,,,,,,,,,725,EVERETT ST,,5003,   3RD AVE,,0,3,,20,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,5,3,PED       ,0,PED     ,4,INJ,3,RAIN,2,WET ,5,DUSK,1,TRF SIGNAL,1,3,CITY  ,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/2/06 8:13,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49780,,,00502Node49780,LEG37122,NODELEG,NW EVERETT ST,NW 3RD AVE,7645187,685088,249,26,RT,AI,NL,0,0,,,,,,,,,,,,,,,,,,,,
1182925,57,1/3/06 0:00,1,3,2006,3,10,10A,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,2702,YAMHILL ST,,5006,   6TH AVE,,200,8,,,3,STRGHT  ,1,,,0,0,0,2,,0,NONE ,8,2,PRKD MV   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,5,NO RPT,13,FORCED    ,,,,,10,OTHR-IMP,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53052,,,05723Node53052,LEG75991,NODELEG,SW YAMHILL ST,SW 6TH AVE,7643477,682704,247,26,RT,RT,MD,0,0,,,,,,,,,,,,,,,,,,,,
1182956,162,1/9/06 0:00,1,9,2006,2,13,1P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,11,U INTRST,1,64,  ,EAST PORTLAND FREEWAY,1,0,MN,0,R,,,,,,,,,,,,,745,EAST PORTLAND FY,,9723,NB EX WASH-STARK,,,5,20.299999,,3,STRGHT  ,0,,,0,0,0,6,,1,RSDMD,4,C,S-STRGHT  ,5,SS-O    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,5,NO RPT,13,FORCED    ,,,,,10,OTHR-IMP,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,03200NODE55444,LEG766,NODELEG,SE I205 FWY,SE I205 FWY-WASHINGTON ST RAMP,7672750,680296,245,26,RT,AI,HN,0,0,,,,,,,,,,,,,,,,,,,,
1182957,168,1/9/06 0:00,1,9,2006,2,10,10A,26,Multnomah,242,Portland N,57,PORTLAND UA    ,11,U INTRST,1,1,  ,PACIFIC,2,0,MN,0,R,,,,,,,,,,,,,322,PACIFIC HY I-5,,9431,NB EF FREMONT BR,,,1,303.60001,,3,STRGHT  ,0,,,0,0,0,8,,1,RSDMD,3,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,5,NO RPT,13,FORCED    ,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,01366NODE40769,LEG2271,NODELEG,N I5 FWY NB,NB EF FREMONT BR,7644079,694178,242,26,RT,AI,HN,0,0,,,,,,,,,,,,,,,,,,,,
1182958,180,1/9/06 0:00,1,9,2006,2,5,5A ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,19,U LOCAL ,1,61,  ,STADIUM FREEWAY,1,6,CN,0,R,1,,,,,,,,,,,,9558,WB EX SW 12TH AV,,323,STADIUM FY,,,7,1.25,,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,3,C,S-STRGHT  ,3,REAR    ,4,INJ,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,5,NO RPT,79,DITCH     ,,,,,10,OTHR-IMP,7,TOO-CLOS,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,SW I405 FWY-12TH AVE RAMP,SW I405 FWY,,,247,26,,,,1,0,,,,,,,,,,,,,,,,,,,,
1182972,200,1/9/06 0:00,1,9,2006,2,18,6P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,81,  ,PACIFIC HIGHWAY EAST,2,0,MN,0,R,,,,,,,,,,,,,1506,MCLOUGHLIN BLVD,,0,,,,0,999.98999,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,6,E,S-1STOP   ,3,REAR    ,5,PDO,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,,,,,,,,,7,TOO-CLOS,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,SE MCLOUGHLIN BLVD,,,,245,26,,,,0,0,,,,,,,,,,,,,,,,,,,,
1182973,201,1/9/06 0:00,1,9,2006,2,7,7A ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,,,,,,,,,,,816,FLANDERS ST,,5053,  53RD AVE,,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,4,B,ANGL-OTH  ,1,ANGL    ,5,PDO,3,RAIN,2,WET ,4,DAWN,99,UNKNOWN   ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50085,,,01968Node50085,01968Node50085,INTERSEC,NE FLANDERS ST,NE 53RD AVE,7661693,684843,243,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1182974,202,1/9/06 0:00,1,9,2006,2,15,3P ,26,Multnomah,243,Portland NE,57,PORTLAND UA    ,14,U PR-ART,0,68,  ,CASCADE HWY NORTH,1,0,MN,0,R,,,,,,,,,,,,,221,BEECH ST,,5082,  82ND AVE,,,1,1.14,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,5,3,PED       ,0,PED     ,4,INJ,3,RAIN,2,WET ,1,DAY ,4,STOP SIGN ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40878,,,03610Node40878,LEG23673,NODELEG,NE BEECH ST,NE 82ND AVE,7669642,693371,243,26,RT,AI,HN,0,0,,,,,,,,,,,,,,,,,,,,
1182975,203,1/9/06 0:00,1,9,2006,2,7,7A ,26,Multnomah,247,Portland SW,57,PORTLAND UA    ,11,U INTRST,1,1,  ,PACIFIC,2,0,MN,0,R,,,,,,,,,,,,,306,PACIFIC HWY I-5,,9487,NB EF MULTNOMAH,,,9,296.95999,,1,INTER   ,0,3,3-LEG  ,0,0,0,,0,,,2,B,ANGL-OTH  ,6,TURN    ,5,PDO,3,RAIN,2,WET ,4,DAWN,99,UNKNOWN   ,1,,,,,,,,,2,NO-YIELD,,,,,,,0,0,0,0,9,,2,PORTLAND HWY SYSTEM,,,,5/1/06 11:30,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,07794NODE70742,07794NODE70742,INTERSEC,SW I5 FWY,SW MULTNOMAH BLVD-I5 FWY RAMP,7640566,665016,247,26,RT,AI,IC,0,0,,,,,,,,,,,,,,,,,,,,
1182988,126,1/1/06 0:00,1,1,2006,1,12,12P,26,Multnomah,248,Portland W. Burnside,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,,,,,,,,,,,283,BURNSIDE ST,,1041,HERMOSA BLVD,,200,7,,,3,STRGHT  ,1,,,0,0,0,2,,0,NONE ,8,&,OVERTURN  ,8,NCOL    ,4,INJ,3,RAIN,2,WET ,1,DAY ,99,UNKNOWN   ,1,,,97,GRAVEL    ,10,SUB OTRN  ,,,1,TOO-FAST,,,,,,,0,0,0,0,9,,1,PORTLAND CITY STREET,,,,5/1/06 11:30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50668,,,01495NODE50668,LEG76171,NODELEG,W BURNSIDE ST,HERMOSA BLVD,7634316,684354,248,26,RT,AI,MD,0,0,,,,,,,,,,,,,,,,,,,,
1182989,127,1/1/06 0:00,1,1,2006,1,3,3A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,0,26,  ,MT. HOOD,1,0,MN,0,R,,,,,,,,,,,,,1940,POWELL BLVD,,5157,157TH AVE,,,7,8.96,40,3,STRGHT  ,1,,,0,0,0,2,,0,NONE ,8,8,FIX OBJ   ,9,FIX     ,4,INJ,3,RAIN,2,WET ,2,DLIT,99,UNKNOWN   ,1,3,CITY  ,88,FENC/BLD  ,,,,,1,TOO-FAST,,,,,,,1,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,,,,4/20/07 15:43,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63143,,,05536Node63143,LEG59494,NODELEG,SE POWELL BLVD,SE 157TH AVE,7688659,673296,245,26,RT,AS,HN,0,0,,,,,,,,,,,,,,,,,,,,
